Name: Luis Angel Cabral Guzman
Date: 2021-07-05

COMBINATION ID., IMAGE NO., DETECTOR TYPE, DESCRIPTOR TYPE, TOTAL KEYPOINTS, KEYPOINTS ON VEHICLE, DETECTOR ELAPSED TIME, DESCRIPTOR ELAPSED TIME, MATCHED KEYPOINTS, MATCHER ELAPSED TIME
32, 6, SIFT, BRISK, 1396, 137, 166.176, 1.80077, 64, 0.717476
32, 7, SIFT, BRISK, 1382, 148, 165.947, 1.87126, 64, 0.658504
32, 8, SIFT, BRISK, 1463, 159, 162.999, 2.01694, 67, 0.791697
32, 9, SIFT, BRISK, 1422, 137, 171.37, 1.78729, 80, 0.726738

33, 0, SIFT, BRIEF, 1438, 138, 162.773, 0.786192, 0, 0
33, 1, SIFT, BRIEF, 1371, 132, 166.754, 0.806216, 86, 0.596048
33, 2, SIFT, BRIEF, 1380, 124, 160.729, 0.759836, 78, 0.546912
33, 3, SIFT, BRIEF, 1335, 137, 163.597, 0.837292, 76, 0.558665
33, 4, SIFT, BRIEF, 1305, 134, 165.225, 0.800527, 85, 0.612042
33, 5, SIFT, BRIEF, 1370, 140, 163.305, 0.79072, 69, 0.591058
33, 6, SIFT, BRIEF, 1396, 137, 167.006, 0.802105, 74, 0.637662
33, 7, SIFT, BRIEF, 1382, 148, 161.272, 0.810905, 76, 0.646758
33, 8, SIFT, BRIEF, 1463, 159, 166.186, 0.866433, 70, 0.736588
33, 9, SIFT, BRIEF, 1422, 137, 169.142, 0.797983, 88, 0.6859

34, 0, SIFT, FREAK, 1438, 138, 163.17, 49.5211, 0, 0
34, 1, SIFT, FREAK, 1371, 132, 169.161, 50.9052, 65, 0.641838
34, 2, SIFT, FREAK, 1380, 124, 161.077, 49.3327, 72, 0.585773
34, 3, SIFT, FREAK, 1335, 137, 165.088, 49.3946, 64, 0.605335
34, 4, SIFT, FREAK, 1305, 134, 166.183, 49.3875, 66, 0.645768
34, 5, SIFT, FREAK, 1370, 140, 167.565, 51.4657, 59, 0.675231
34, 6, SIFT, FREAK, 1396, 137, 165.136, 50.5619, 59, 0.676105
34, 7, SIFT, FREAK, 1382, 148, 167.903, 50.9505, 64, 0.664398
34, 8, SIFT, FREAK, 1463, 159, 163.733, 49.06, 65, 0.812791
34, 9, SIFT, FREAK, 1422, 137, 168.914, 50.6003, 79, 0.732035

35, 0, SIFT, SIFT, 1438, 138, 162.157, 85.2575, 0, 0
35, 1, SIFT, SIFT, 1371, 132, 125.421, 93.5714, 45, 0.704938
35, 2, SIFT, SIFT, 1380, 124, 163.677, 84.0902, 48, 0.694432
35, 3, SIFT, SIFT, 1335, 137, 165.834, 85.5817, 53, 0.719556
35, 4, SIFT, SIFT, 1305, 134, 121.15, 79.3452, 57, 0.736456
35, 5, SIFT, SIFT, 1370, 140, 169.531, 85.941, 53, 0.758621
35, 6, SIFT, SIFT, 1396, 137, 127.417, 87.1118, 45, 0.700539
35, 7, SIFT, SIFT, 1382, 148, 170.215, 127.491, 42, 0.745497
35, 8, SIFT, SIFT, 1463, 159, 162.984, 88.6743, 64, 0.871594
35, 9, SIFT, SIFT, 1422, 137, 169.4, 86.7469, 62, 0.847047

